Test,PKG,CPU,Time,Code,Code_Type,Compiler,Compiler_Type,Time_comp,Time_comp_cat,Space_comp,Space_comp_cat,Nested_loops,Simple_cond,Complex_cond,Recursion_calls,Source_LOC,NR_functions,NR_param,cyc_comp,Consumption,Energy_label
k-nucleotide ,0.0,0.0,0.673,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.686,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.624,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.626,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.672,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.595,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.608,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.654,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.584,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0,0.0,0.636,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0,A
k-nucleotide ,0.0161285400390625,0.0118408203125,1.259,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0279693603515625,A
k-nucleotide ,0.016876220703125,0.0128021240234375,0.722,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0296783447265625,A
k-nucleotide ,0.0187530517578125,0.0147247314453125,0.636,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.033477783203125,A
k-nucleotide ,0.019561767578125,0.0156097412109375,0.709,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0351715087890625,A
k-nucleotide ,0.0198516845703125,0.0157318115234375,0.68,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.03558349609375,A
k-nucleotide ,0.020263671875,0.0162200927734375,0.657,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0364837646484375,A
k-nucleotide ,0.020477294921875,0.0162811279296875,0.662,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0367584228515625,A
k-nucleotide ,0.02056884765625,0.01654052734375,0.61,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.037109375,A
k-nucleotide ,0.0206146240234375,0.0166778564453125,0.583,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.03729248046875,A
k-nucleotide ,0.0207672119140625,0.0167999267578125,0.599,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.037567138671875,A
k-nucleotide ,0.0208892822265625,0.016845703125,0.67,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0377349853515625,A
k-nucleotide ,0.0210113525390625,0.0169830322265625,0.581,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.037994384765625,A
k-nucleotide ,0.0212554931640625,0.0172119140625,0.622,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0384674072265625,A
k-nucleotide ,0.021270751953125,0.0172882080078125,0.592,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0385589599609375,A
k-nucleotide ,0.0214385986328125,0.01751708984375,0.674,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0389556884765625,A
k-nucleotide ,0.021820068359375,0.017852783203125,0.623,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0396728515625,A
k-nucleotide ,0.022216796875,0.0180816650390625,0.623,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0402984619140625,A
k-nucleotide ,0.0232696533203125,0.0191497802734375,0.602,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.04241943359375,A
k-nucleotide ,0.0234375,0.019256591796875,0.597,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.042694091796875,A
k-nucleotide ,0.023590087890625,0.0194244384765625,0.617,C,1,GCC 11.2.0,1,O(n+k log k),5,O(n+k),4,2.0,9.0,4.0,0.0,287.0,5.0,12.0,29.0,0.0430145263671875,A
bubblesort_ll ,0.0380859375,0.029449462890625,2.609,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.067535400390625,A
bubblesort_ll ,0.0391387939453125,0.0306243896484375,2.972,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.06976318359375,A
bubblesort_ll ,0.039306640625,0.0307769775390625,2.925,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.0700836181640625,A
bubblesort_ll ,0.039520263671875,0.031005859375,2.995,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.070526123046875,A
bubblesort_ll ,0.0421600341796875,0.0336761474609375,2.477,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.075836181640625,A
bubblesort_ll ,0.042449951171875,0.033843994140625,2.561,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.0762939453125,A
bubblesort_ll ,0.04248046875,0.0338897705078125,2.463,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.0763702392578125,A
bubblesort_ll ,0.0426483154296875,0.0339813232421875,2.436,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.076629638671875,A
bubblesort_ll ,0.0427398681640625,0.03399658203125,2.618,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.0767364501953125,A
bubblesort_ll ,0.043182373046875,0.034759521484375,2.925,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.07794189453125,A
bubblesort ,0.0441131591796875,0.0355682373046875,2.11,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.079681396484375,A
bubblesort ,0.044158935546875,0.0355377197265625,2.081,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0796966552734375,A
bubblesort ,0.0441436767578125,0.035552978515625,2.154,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0796966552734375,A
bubblesort ,0.0441436767578125,0.035675048828125,2.089,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0798187255859375,A
bubblesort ,0.0442352294921875,0.035736083984375,2.151,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0799713134765625,A
bubblesort ,0.04449462890625,0.0356903076171875,2.186,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0801849365234375,A
bubblesort ,0.044586181640625,0.035888671875,2.146,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.080474853515625,A
bubblesort ,0.0446624755859375,0.0360107421875,2.095,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0806732177734375,A
bubblesort ,0.044708251953125,0.0360870361328125,2.113,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0807952880859375,A
bubblesort ,0.0448455810546875,0.0361328125,2.111,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0809783935546875,A
bubblesort ,0.0449981689453125,0.03631591796875,2.259,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0813140869140625,A
bubblesort ,0.0454864501953125,0.0370330810546875,2.093,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.08251953125,A
bubblesort ,0.0458526611328125,0.0372772216796875,2.114,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0831298828125,A
bubblesort ,0.0458831787109375,0.03729248046875,2.113,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0831756591796875,A
bubblesort_ll ,0.04608154296875,0.0373382568359375,2.478,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.0834197998046875,A
bubblesort ,0.0462188720703125,0.0376129150390625,2.08,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.083831787109375,A
bubblesort ,0.0462799072265625,0.037628173828125,2.121,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0839080810546875,A
bubblesort ,0.04656982421875,0.03759765625,2.496,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.08416748046875,A
bubblesort ,0.046478271484375,0.0378875732421875,2.117,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0843658447265625,A
bubblesort ,0.0471343994140625,0.038360595703125,2.151,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0854949951171875,A
bubblesort_ll ,0.0406036376953125,0.0479583740234375,2.854,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.08856201171875,A
bubblesort_ll ,0.0530548095703125,0.0401611328125,2.924,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.0932159423828125,A
bubblesort_ll ,0.05426025390625,0.041351318359375,3.044,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.095611572265625,A
bubblesort_ll ,0.05517578125,0.042266845703125,2.885,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.097442626953125,A
bubblesort_ll ,0.0555877685546875,0.0428619384765625,2.887,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.09844970703125,A
bubblesort ,0.0537872314453125,0.044769287109375,2.58,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.0985565185546875,A
bubblesort_ll ,0.0562591552734375,0.0434722900390625,2.785,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.0997314453125,A
bubblesort_ll ,0.0568389892578125,0.0440673828125,2.832,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.1009063720703125,A
bubblesort_ll ,0.056915283203125,0.044036865234375,2.97,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.1009521484375,A
bubblesort ,0.05523681640625,0.0458831787109375,2.356,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.1011199951171875,A
bubblesort ,0.0552825927734375,0.04608154296875,2.399,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.1013641357421875,A
bubblesort ,0.055694580078125,0.0462646484375,2.381,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.101959228515625,A
bubblesort_ll ,0.0581207275390625,0.0450897216796875,2.682,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.10321044921875,A
bubblesort_ll ,0.0588226318359375,0.045989990234375,2.642,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.1048126220703125,A
bubblesort_func ,0.0593414306640625,0.0466156005859375,3.332,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.10595703125,A
bubblesort_ll ,0.0601806640625,0.04730224609375,2.913,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.10748291015625,A
bubblesort_func ,0.0602264404296875,0.047576904296875,3.357,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1078033447265625,A
bubblesort_func ,0.060760498046875,0.048095703125,3.305,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.108856201171875,A
bubblesort_ll2 ,0.0608367919921875,0.0480194091796875,3.347,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.108856201171875,A
bubblesort_func ,0.06097412109375,0.0481719970703125,3.315,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1091461181640625,A
bubblesort_func ,0.06109619140625,0.0481719970703125,3.368,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1092681884765625,A
bubblesort_func ,0.061126708984375,0.048309326171875,3.459,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.10943603515625,A
bubblesort_func ,0.0611419677734375,0.0483551025390625,3.386,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1094970703125,A
bubblesort_ll2 ,0.061248779296875,0.04827880859375,3.263,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.109527587890625,A
bubblesort_func ,0.0612335205078125,0.04833984375,3.372,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1095733642578125,A
bubblesort_func ,0.061279296875,0.0484161376953125,3.396,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1096954345703125,A
bubblesort_ll ,0.061309814453125,0.048553466796875,2.527,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.10986328125,A
bubblesort_func ,0.0613555908203125,0.048553466796875,3.39,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1099090576171875,A
bubblesort_func ,0.0617218017578125,0.048858642578125,3.41,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1105804443359375,A
bubblesort_ll2 ,0.06182861328125,0.0489044189453125,3.301,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1107330322265625,A
bubblesort_ll ,0.061859130859375,0.048919677734375,2.594,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.11077880859375,A
bubblesort_ll2 ,0.0618896484375,0.0489959716796875,3.295,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1108856201171875,A
bubblesort_ll2 ,0.061981201171875,0.048980712890625,3.465,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1109619140625,A
bubblesort_ll2 ,0.0621185302734375,0.049285888671875,3.296,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1114044189453125,A
bubblesort_func ,0.0622711181640625,0.049224853515625,3.374,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1114959716796875,A
bubblesort_ll2 ,0.06231689453125,0.0493927001953125,3.261,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1117095947265625,A
bubblesort_ll2 ,0.062347412109375,0.049407958984375,3.318,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.11175537109375,A
bubblesort_ll2 ,0.0623016357421875,0.049468994140625,3.317,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1117706298828125,A
bubblesort_ll2 ,0.0623016357421875,0.049468994140625,3.334,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1117706298828125,A
bubblesort_ll2 ,0.062347412109375,0.0494537353515625,3.257,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1118011474609375,A
bubblesort_ll2 ,0.06243896484375,0.0494842529296875,3.303,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1119232177734375,A
bubblesort_ll ,0.0625152587890625,0.0495758056640625,2.435,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.112091064453125,A
bubblesort_ll2 ,0.06256103515625,0.049591064453125,3.279,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.112152099609375,A
bubblesort_ll2 ,0.0626220703125,0.04962158203125,3.285,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.11224365234375,A
bubblesort_ll2 ,0.0626678466796875,0.0498046875,3.247,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1124725341796875,A
bubblesort_ll ,0.0627593994140625,0.04986572265625,2.474,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.1126251220703125,A
bubblesort_ll2 ,0.0628204345703125,0.04986572265625,3.284,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1126861572265625,A
bubblesort_ll ,0.0630950927734375,0.050201416015625,2.425,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.1132965087890625,A
bubblesort_ll ,0.06317138671875,0.0505218505859375,2.8,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.1136932373046875,A
bubblesort_func ,0.0638427734375,0.051055908203125,3.42,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.114898681640625,A
bubblesort_ll2 ,0.0641937255859375,0.05126953125,3.339,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1154632568359375,A
bubblesort_ll ,0.0642852783203125,0.051300048828125,2.451,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.1155853271484375,A
bubblesort_func ,0.064605712890625,0.05181884765625,3.376,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.116424560546875,A
bubblesort_ll2 ,0.064727783203125,0.051849365234375,3.326,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1165771484375,A
bubblesort_func ,0.0648345947265625,0.0519256591796875,3.397,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.11676025390625,A
bubblesort_ll2 ,0.0651702880859375,0.052276611328125,3.322,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.1174468994140625,A
bubblesort_func ,0.065399169921875,0.0525360107421875,3.489,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1179351806640625,A
bubblesort_func ,0.069671630859375,0.04827880859375,5.346,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.117950439453125,A
bubblesort_ll2 ,0.06610107421875,0.053253173828125,3.312,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.119354248046875,A
bubblesort_func ,0.066162109375,0.053253173828125,3.377,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.119415283203125,A
bubblesort_ll ,0.0706787109375,0.0490264892578125,5.413,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,81.0,6.0,7.0,10.0,0.1197052001953125,A
bubblesort_ll2 ,0.06793212890625,0.054901123046875,3.371,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.122833251953125,A
bubblesort ,0.068328857421875,0.05535888671875,2.143,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.123687744140625,A
bubblesort ,0.068450927734375,0.0557098388671875,2.177,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.1241607666015625,A
bubblesort ,0.0696868896484375,0.0568695068359375,2.085,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,50.0,2.0,4.0,6.0,0.126556396484375,A
bubblesort_func ,0.0614013671875,0.0651702880859375,3.338,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1265716552734375,A
bubblesort_func ,0.0639495849609375,0.0670166015625,3.377,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1309661865234375,A
bubblesort_func ,0.0661773681640625,0.0698699951171875,3.437,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.13604736328125,A
bubblesort_func ,0.078857421875,0.0618133544921875,3.429,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1406707763671875,A
bubblesort_func ,0.079864501953125,0.062957763671875,3.337,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.142822265625,A
bubblesort_func ,0.08099365234375,0.0639190673828125,3.369,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.1449127197265625,A
bubblesort_func ,0.0810546875,0.063995361328125,3.381,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.145050048828125,A
bubblesort_func ,0.0816650390625,0.064483642578125,3.408,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.146148681640625,A
bubblesort_ll2 ,0.0816650390625,0.064483642578125,3.303,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,2.0,0.0,0.0,76.0,5.0,10.0,12.0,0.146148681640625,A
bubblesort_func ,0.0816192626953125,0.0645904541015625,3.322,C,1,GCC 11.2.0,1,O(n^2),8,O(1),1,2.0,1.0,0.0,0.0,41.0,3.0,4.0,6.0,0.146209716796875,A
